aerobics,eroebiks,airoebiks,
aerodynamic,eroedienamik,airoedienamik,
aerodynamics,eroedienamiks,airoedienamiks,
aeronautics,er'nautiks,air'nautiks,
aeroplane,ereuplaen,aireuplaen,
aerosol,ereusol,aireusol,
aerospace,eroespaes,airoespaes,
aesthete,estheet,eestheet,
aesthetic,esthetik,eesthetik,
aesthetically,esthetikly,eesthetikly,
aesthetics,esthetiks,eesthetiks,
afar,afaar,,
affability,afeubility,,
affable,afeubl,,
affably,afeubly,,
affair,afer,afair,
affairs,aferz,afairz,
affect,afekt,,
affectation,afektaeshn,,
affected,afektid,,
affecting,afekting,,
affection,afekshn,,
affectionate,afeksh'neut,,
affectionately,afeksh'neutly,,
affidavit,afeudaeveut,afidaevit,
affiliate,afiliut,,n
affiliate,afiliaet,,v
affiliated,afiliaetid,,
affiliation,afiliaeshn,,
affinity,afinity,,
affirm,afeurm,,
affirmation,afrmaeshn,,
affirmative,afeurmeutiv,,
affix,afix,,n
affix,afix,,v
afflict,aflikt,,
affliction,aflikshn,,
affluence,afloouns,,
affluent,afloount,,
afford,afaurd,,
afforest,afaureust,aforist;afaurist,
afforestation,afaureustaeshn,aforistaeshn;afauristaeshn,
affray,afrae,,
affront,afrunt,,
afield,afeeld,,
afire,afier,,
aflame,aflaem,,
afloat,afloet,,
afoot,afuut,,
aforesaid,afaursed,,
afoul,afoul,,
afraid,afraed,,
afresh,afresh,,
Africa,Afrika,,
African,Afrikn,,
Afrikaans,Afreukaanz,Afrikaans,
aft,aft,aaft,
after,aftr,aaftr,
aftereffect,aft'reufekt,aaft'rifekt;aft'rifekt,
afterglow,aftrgloe,aaftrgloe,
aftermath,aftrmath,aaftrmath,
afternoon,aftrnoon,aaftrnoon,
afterthought,aftrthaut,aaftrthaut,
afterwards,aftrwrdz,aaftrwrdz,
again,agen,,
against,agenst,,
agape,agaep,,
agate,ageut,,
agave,agaavy,agaevy,
age,aej,,
aged,aejid,,adj
aged,aejd,,v
ageless,aejles,,
agency,aejnsy,,
agenda,ajenda,,
agent,aejnt,,
age-old,aej-oeld,,
ages,aejiz,,
agglomeration,aglom'raeshn,,
aggrandise,agrandiez,,
aggrandisement,agrandiezmnt,agrandizmnt,
aggrandize,agrandiez,,
aggrandizement,agrandiezmnt,agrandizmnt,
aggravate,agreuvaet,,
aggravating,agreuvaeting,,
aggravation,agreuvaeshn,,
aggregate,agreugeut,agrigeut,n
aggregate,agreugaet,agrigaet,v
aggregation,agreugaeshn,agrigaeshn,
aggression,agreshn,,
aggressive,agresiv,,
aggressively,agresivly,,
aggressiveness,agresivnes,,
aggressor,agresr,,
aggrieved,agreevd,,
aghast,agast,agaast,
agile,ajl,ajiel,
agilely,ajlly,ajielly,
agility,ajility,,
aging,aejing,,
agitate,ajeutaet,ajitaet,
agitated,ajeutaetid,ajitaetid,
agitation,ajeutaeshn,ajitaeshn,
agitator,ajeutaetr,ajitaetr,
aglow,agloe,,
agnostic,agnostik,,
agnosticism,agnosteusizm,agnostisizm,
ago,agoe,,
agog,agog,,
agonized,ag'niezd,,
agonizing,ag'niezing,,
agonizingly,ag'niezingly,,
agony,ag'ny,,
agrarian,agreriun,agrairiun,
agree,agree,,
agreeable,agreeubl,,
agreeably,agreeubly,,
agreed,agreed,,
agreement,agreemnt,,
agricultural,agreukulchr'l,agrikulchr'l,
agriculture,agreukulchr,agrikulchr,
aground,aground,,
ague,aegue,,
ah,aa,,
aha,aahaa,,
ahead,ahed,,
ahem,ahem,ahm,
ahoy,ahoi,,
aid,aed,,
aide-de-camp,aed-da-kamp,aed-da-kaamp,
aides-de-camp,aedz-da-kamp,aed-da-kaamp,
ail,ael,,
aileron,ael'ron,,
ailing,aeling,,
ailment,aelmnt,,
aim,aem,,
aimless,aemles,,
aimlessly,aemlesly,,
ain't,aent,,
air,er,air,
airborne,erbaurn,airbaurn,
air-conditioned,er-kndishnd,air-kndishnd,
aircraft,erkraft,airkraaft;airkraft,
airfield,erfeeld,airfeeld,
airily,erily,airily,
airing,ering,airing,
airless,erles,airles,
airline,erlien,airlien,
airliner,erlienr,airlienr,
airmail,ermael,airmael,
airman,erman,airman,
airmen,ermen,airmen,
airplane,erplaen,airplaen,
airport,erpaurt,airpaurt,
airs,erz,airz,
airship,ership,airship,
airsick,ersik,airsik,
airsickness,ersiknes,airsiknes,
airstrip,erstrip,airstrip,
airtight,ertiet,airtiet,
airway,erwae,airwae,
airy,ery,airy,
aisle,iel,,
ajar,ajaar,,
akimbo,akimboe,,
akin,akin,,
Al,Al,,
alabaster,aleubastr,aleubaastr,
alacrity,alakrity,,
Alan,Al'n,,
alarm,alaarm,,
alarmed,alaarmd,,
alarming,alaarming,,
alarmingly,alaarmingly,,
alarmist,alaarmist,,
alas,alas,,
Albanian,Albaeniun,,
albatross,albeutraus,albeutros,
albeit,aulbeeit,,
Albert,Albrt,,
albino,albienoe,albeenoe,
album,albm,,
albumen,albuemn,albuemin,
alchemist,alk'mist,alkimist,
alchemy,alk'my,alkimy,
alcohol,alkeuhaul,alkeuhol,
alcoholic,alkeuhaulik,alkeuholik,
alcoholism,alkeuhaulizm,alkeuholizm,
alcove,alkoev,,
alder,auldr,,
alderman,auldrman,,
aldermen,auldrmen,,
ale,ael,,
alert,aleurt,,
alertly,aleurtly,,
alertness,aleurtnes,,
Alex,Alix,,
Alexander,Aligzandr,Aligzaandr,
alfalfa,alfalfa,,
Alfred,Alfreud,Alfrid,
alfresco,alfreskoe,,
alga,alga,,
algae,aljee,,
algebra,aljeubra,aljibra,
algebraic,aljeubraeik,aljibraeik,
algebraically,aljeubraeikly,aljibraeikly,
Ali,Aalee,Aly;Alee,
alias,aelius,,
alibi,aleubie,alibie,
Alice,Alis,,
alien,aeliun,,
alienate,aeliunaet,,
alienated,aeliunaetid,,
alienation,aeliunaeshn,,
alight,aliet,,
align,alien,,
alignment,alienmnt,,
alike,aliek,,
alimentary,al'ment'ry,aliment'ry,
alimony,al'moeny,alim'ny;alimoeny,
Alison,Aleusn,Alisn,
alive,aliev,,
alkali,alk'lie,,
alkaline,alk'lien,,
all,aul,,
Allah,Ala,,
allay,alae,,
allegation,aleugaeshn,aligaeshn,
allege,alej,,
alleged,alejd,,
allegedly,alejidly,,
allegiance,aleejns,,
allegorical,aleugaurikl,aligorikl;aligaurikl,
allegory,aleugaury,alig'ry;aligaury,
allegro,alegroe,alaegroe,
allergen,alrjn,alrjen,
allergic,aleurjik,,
allergy,alrjy,,
alleviate,aleeviaet,,
alleviation,aleeviaeshn,,
alley,aly,,
alliance,alieuns,,
allied,alied,,
alligator,aleugaetr,aligaetr,
alliteration,alit'raeshn,,
alliterative,alit'reutiv,,
allocate,aleukaet,,
allocation,aleukaeshn,,
allot,alot,,
allotment,alotmnt,,
allow,alou,,
allowable,alouubl,,
allowance,alouuns,,
alloy,aloi,,n
alloy,aloi,,v
all-round,aul-round,,
allspice,aulspies,,
allude,alood,,
allure,aluur,,
alluring,aluuring,,
allusion,aloozhn,,
allusive,aloosiv,,
alluvial,alooviul,,
ally,alie,,n
ally,alie,,v
almanac,aulm'nak,,
almighty,aulmiety,,
almond,aamnd,,
almost,aulmoest,,
alms,aamz,,
aloe,aloe,,
aloft,alauft,aloft,
alone,aloen,,
along,alaung,along,
alongside,alaungsied,alongsied,
aloof,aloof,,
aloofness,aloofnes,,
aloud,aloud,,
alpaca,alpaka,,
alpha,alfa,,
alphabet,alfeubet,,
alphabetical,alfeubetikl,,
alphabetically,alfeubetikly,,
alpine,alpien,,
already,aulredy,,
alright,aulriet,,
also,aulsoe,,
also-ran,aulsoe-ran,,
altar,aultr,,
alter,aultr,,
alteration,ault'raeshn,,
altercation,aultrkaeshn,,
alternate,aultrneut,aulteurneut,adj
alternate,aultrnaet,,v
alternately,aultrneutly,aulteurneutly,
alternation,aultrnaeshn,,
alternative,aulteurneutiv,,
alternatively,aulteurneutivly,,
although,aulthoe,,
altimeter,altimeutr,altimeetr,
altitude,alt'tood,altitued,
alto,altoe,,
altogether,aulteugethr,,
altruism,altrooizm,,
altruist,altrooist,,
altruistic,altrooistik,,
altruistically,altrooistikly,,
alum,al'm,,
aluminium,aly'minium,alueminium,
aluminum,aloom'nm,aloominm,
alumna,alumna,,
alumnae,alumnee,,
alumni,alumnie,,
alumnus,alumneus,,
always,aulwaez,,
am,am,,
amalgam,amalgm,,
amalgamate,amalg'maet,,
amalgamation,amalg'maeshn,,
amaryllis,am'rileus,am'rilis,
amass,amas,,
amateur,ameuteur,ameutr,
amateurish,ameuteurish,ameut'rish,
amateurism,ameuteurizm,ameut'rizm,
amatory,ameutaury,ameut'ry,
amaze,amaez,,
amazed,amaezd,,
amazement,amaezmnt,,
amazing,amaezing,,
amazingly,amaezingly,,
amazon,ameuzon,ameuzn,
ambassador,ambaseudr,,
ambassadorial,ambaseudauriul,,
amber,ambr,,
ambiance,ambiuns,,
ambidextrous,ambidextreus,,
ambience,ambiuns,,
ambient,ambiunt,,
ambiguity,ambeugueity,ambigueity,
ambiguous,ambigueus,,
ambiguously,ambigueusly,,
ambition,ambishn,,
ambitious,ambishs,,
ambitiously,ambishsly,,
ambivalence,ambivl'ns,,
ambivalent,ambivl'nt,,
amble,ambl,,
ambrosia,ambroezha,ambroezia,
ambulance,ambyl'ns,ambuel'ns,
ambush,ambuush,,
ameba,ameeba,,
amebae,ameebee,,
ameliorate,ameeliuraet,,
amelioration,ameeliuraeshn,,
amen,aamen,,
amenable,ameeneubl,,
amend,amend,,
amendable,amendeubl,,
amendment,amendmnt,,
amends,amendz,,
amenity,amenity,ameenity,
America,Amereuka,Amerika,
American,Amereukn,Amerikn,
Americanism,Amereuk'nizm,Amerik'nizm,
amethyst,ameutheust,amithist;ameuthist,
amiability,aemiubility,,
amiable,aemiubl,,
amiably,aemiubly,,
amicability,amikeubility,,
amicable,amikeubl,,
amicably,amikeubly,,
amid,amid,,
amidships,amidships,,
amidst,amidst,,
amiss,amis,,
amity,amity,,
ammeter,ameetr,amitr,
ammonia,amoenya,amoenia,
ammunition,amy'nishn,amuenishn,
amnesia,amneezha,amneezia,
amnesty,amneusty,amnisty,
amoeba,ameeba,,
amoebae,ameebee,,
amoebic,ameebik,,
amok,amuk,amok,
among,amung,,
amongst,amungst,,
amoral,aemaur'l,aemor'l,
amorous,am'reus,,
amorously,am'reusly,,
amorphous,amaurfeus,,
amortise,amrtiez,amaurtiez,
amortize,amrtiez,amaurtiez,
amount,amount,,
amour,amuur,,
amp,amp,,
ampere,ampir,ampair,
amphetamine,amfet'meen,,
amphibian,amfibiun,,
amphibious,amfibius,,
amphitheater,amfeutheeutr,amfithiutr;amfitheeutr,
amphitheatre,amfeutheeutr,amfithiutr;amfitheeutr,
ample,ampl,,
amplification,ampleufeukaeshn,amplifikaeshn,
amplifier,ampleufieur,amplifier;amplifieur,
amplify,ampleufie,amplifie,
amplitude,ampleutood,amplitued,
amply,amply,,
amputate,ampyeutaet,ampuetaet,
amputation,ampyeutaeshn,ampuetaeshn,
amulet,amy'leut,amuelit,
amuse,amuez,,
amused,amuezd,,
amusement,amuezmnt,,
amusing,amuezing,,
amusingly,amuezingly,,
an,an,,
anachronism,anakr'nizm,,
anachronistic,anakr'nistik,,
anaconda,aneukonda,,
anaemia,aneemia,,
anaemic,aneemik,,
anaesthesia,aneustheezha,anistheezia;anistheezha,
anaesthetic,aneusthetik,anisthetik,
anaesthetise,anestheutiez,aneestheutiez,
anaesthetist,anestheuteust,aneestheutist,
anaesthetize,anestheutiez,aneestheutiez,
anagram,aneugram,,
anal,aenl,,
analgesia,anljeezia,,
analgesic,anljeezik,,
analog,an'laug,an'log,
analogous,analeugeus,,
analogously,analeugeusly,,
analogue,an'laug,an'log,
analogy,analeujy,,
analyse,an'liez,,
analyses,analeuseez,analiseez,n
analyses,an'lieziz,,v
analysis,analeus's,analeusis,
analyst,an'list,,
analytic,an'litik,,
analytical,an'litikl,,
analytically,an'litikly,,
analyze,an'liez,,
anarchic,anaarkik,,
anarchically,anaarkikly,,
anarchism,anrkizm,,
anarchist,anrkist,,
anarchy,anrky,,
anathema,anath'ma,,
anatomical,aneutomikl,,
anatomically,aneutomikly,,
anatomist,anat'mist,,
anatomy,anat'my,,
ancestor,ansestr,,
ancestral,ansestr'l,,
ancestry,ansestry,,
anchor,ankr,,
anchorage,ank'rij,,
anchorman,ankrman,,
anchormen,ankrmen,,
anchovy,anchoevy,ancheuvy,
ancient,aenshnt,,
ancillary,ans'lery,ansil'ry;ansilery,
and,and,,
andante,aandaantae,andanty;andante,
andiron,andieurn,andiern,
Andrew,Androo,,
Andy,Andy,,
anecdotal,anikdoetl,,
anecdote,anikdoet,,
anemia,aneemia,,
anemic,aneemik,,
anemometer,an'momeutr,animomitr,
anemone,anem'ny,,
anesthesia,aneustheezha,anistheezia;anistheezha,
anesthetic,aneusthetik,anisthetik,
anesthetist,anestheuteust,aneestheutist,
anesthetize,anestheutiez,aneestheutiez,
anew,anoo,anue,
angel,aenjl,,
Angela,Anj'la,,
angelic,anjelik,,
angelically,anjelikly,,
anger,anggr,,
angina,anjiena,,
angle,angl,,
angler,anglr,,
Anglican,Anglikn,,
angling,angling,,
Anglophile,Angleufiel,Angloefiel,
Anglo-Saxon,Angloe-Saxn,,
Angolan,Angoel'n,,
angora,angaura,,
angrily,angrily,,
angry,angry,,
angst,angst,,
anguish,angwish,,
anguished,angwisht,,
angular,angy'lr,anguelr,
angularity,angy'lerity,anguelarity,
animal,an'ml,animl,
animate,an'meut,animeut,adj
animate,an'maet,animaet,v
animated,an'maetid,animaetid,
animation,an'maeshn,animaeshn,
animism,an'mizm,animizm,
animosity,an'mosity,animosity,
animus,an'meus,animeus,
anise,aneus,anis,
ankle,ankl,,
anklet,ankleut,anklit,
Anna,Ana,,
annals,anlz,,
Anne,An,,
anneal,aneel,,
annex,anex,,n
annex,anex,,v
annexation,anixaeshn,,
annexe,anex,,
Annie,Any,,
annihilate,anieulaet,anieilaet,
annihilation,anieulaeshn,anieilaeshn,
anniversary,aneuveurs'ry,aniveurs'ry,
annotate,aneutaet,,
annotated,aneutaetid,,
annotation,aneutaeshn,,
announce,anouns,,
announcement,anounsmnt,,
announcer,anounsr,,
annoy,anoi,,
annoyance,anoiuns,,
annoyed,anoid,,
annoying,anoiing,,
annual,anueul,,
annually,anueuly,,
annuity,anooity,anueity,
annul,anul,,
annulment,anulmnt,,
annunciation,anunsiaeshn,,
anode,anoed,,
anodyne,aneudien,,
anoint,anoint,,
anointment,anointmnt,,
anomalous,anom'leus,,
anomaly,anom'ly,,
anon,anon,,
anonymity,an'nimity,,
anonymous,anon'meus,anonimeus,
anonymously,anon'meusly,anonimeusly,
anopheles,anof'leez,anofileez,
another,anuthr,,
answer,ansr,aansr,
answerable,ans'reubl,aans'reubl,
ant,ant,,
antagonism,antag'nizm,,
antagonist,antag'nist,,
antagonistic,antag'nistik,,
antagonistically,antag'nistikly,,
antagonize,antag'niez,,
Antarctic,Antaarktik,,
Antarctica,Antaarktika,,
ante,anti,,
anteater,anteetr,,
antecedent,anteuseednt,antiseednt,
antechamber,antichaembr,,
antedate,antidaet,,
antediluvian,antid'looviun,antidilooviun,
antelope,ant'loep,antiloep,
antenna,antena,,
antennae,antenee,,
anterior,antiriur,anteeriur,
anteroom,antiroom,,
anthem,anthm,,
anther,anthr,,
anthill,anthil,,
anthology,antholeujy,,
Anthony,Anth'ny,Ant'ny,
anthracite,anthreusiet,,
anthrax,anthrax,,
anthropoid,anthreupoid,,
anthropological,anthreup'lojikl,,
anthropologist,anthreupoleujist,,
anthropology,anthreupoleujy,,
antiaircraft,antierkraft,antiairkraaft;antiairkraft,
antibiotic,antibieotik,,
antibody,antibody,,
antic,antik,,
anticipate,antiseupaet,antisipaet,
anticipation,antiseupaeshn,antisipaeshn,
anticipatory,antiseupeutaury,antisipeut'ry;antisipeutaury,
anticlimax,antikliemax,,
antics,antiks,,
antidote,antidoet,,
antifreeze,antifreez,,
antihero,antihiroe,antiheeroe,
antiknock,antinok,,
antimony,antimoeny,antim'ny,
antipathy,antipeuthy,,
antipodes,antipeudeez,,
antiquarian,anteuqeriun,antiqairiun,
antiquated,anteuqaetid,antiqaetid,
